AHU.AC01.Building Exhaust Air Temp
CHW.PUMP1.VFD:POWER
CHW.PUMP1.VFD:SPEED
CHW.PUMP1:POWER
CHW.PUMP1:SPEED
CHW.PUMP2.Speed
CHW.PUMP2.Start Stop
CHW.PUMP2.VFD Frequency
CHW.PUMP2.VFD:POWER
CHW.PUMP2.VFD:SPEED
CHW.ROOM TEMP
CHW.TONS
CHW.TONSDAILY
CHW.TONSMONTHLY
CHW.TONSTODAY
CHW.VFDSPEEDSIG
HHW.MBH
HHW.PUMP1
HHW.PUMP1.Speed
HHW.PUMP1.Start Stop
HHW.PUMP2
HHW.PUMP2.Speed
HHW.PUMP2.Start Stop
HHW.PUMP2.STATUS
HW.CP1
HW.CP2
HW.End of Line Diff Pressure
HW.End of Line Diff Pressure Setpoint
HW.EOLDP2
HW.Flow
HW.HEX 1_3
HW.HEX 2_3
HW.Hot Water Return Temp
HW.Hot Water Supply Temp
HW.HWFLOSW
HW.HWSP
HW.MBH
HW.MBTUDAILY
HW.MBTUMONTHLY
HW.MBTUTODAY
HW.STEAM VLV
HW.VFDSPEEDSIG
HWP1.VFD Frequency
HWP1.VFD:POWER
HWP1.VFD:SPEED
HWP1:POWER
HWP1:SPEED
HWP2.VFD Frequency
HWP2.VFD:POWER
HWP2.VFD:SPEED
LOOP CHW METER:ENERGY RATE
MAIN.Outside Air Temp
RM2001.Day Night
RM2001.Heat Cool
RM2001.Zone Air Temp
RM2001:CTL STPT
RM2001:CTL TEMP
RM2001:VLV 1 COMD
RM2003.Day Night
RM2003.Heat Cool
RM2003.Zone Air Temp
RM2003:AUX TEMP
RM2003:CTL STPT
RM2003:CTL TEMP
RM2003:VLV 1 COMD
RM2005.Day Night
RM2005.Heat Cool
RM2005.Zone Air Temp
RM2005:CTL STPT
RM2005:CTL TEMP
RM2005:VLV 1 COMD
RM2007.Day Night
RM2007.Heat Cool
RM2007.Zone Air Temp
RM2007:CTL STPT
RM2007:CTL TEMP
RM2007:VLV 1 COMD
RM2009.Day Night
RM2009.Heat Cool
RM2009.Zone Air Temp
RM2009:CTL STPT
RM2009:CTL TEMP
RM2009:VLV 1 COMD
RM2032.Day Night
RM2032.Heat Cool
RM2032.Zone Air Temp
RM2032:AUX TEMP
RM2032:CTL STPT
RM2032:CTL TEMP
RM2032:RM STPT DIAL
RM2036.Day Night
RM2036.Heat Cool
RM2036.Zone Air Temp
RM2036:CTL STPT
RM2036:CTL TEMP
RM2036:VLV 1 COMD
RM2039.Day Night
RM2039.Heat Cool
RM2039.Zone Air Temp
RM2039:CTL STPT
RM2039:CTL TEMP
RM2039:VLV 1 COMD
RM2044.Day Night
RM2044.Heat Cool
RM2044.Zone Air Temp
RM2044:CTL STPT
RM2044:CTL TEMP
RM2044:VLV 1 COMD
RM2048.Heat Cool
RM2048.Zone Air Temp
RM2048.Zone Supply Air Flow
RM2048:CTL STPT
RM2048:CTL TEMP
RM2048:VLV COMD
RM2051.Day Night
RM2051.Heat Cool
RM2051.Zone Air Temp
RM2051:CTL STPT
RM2051:CTL TEMP
RM2051:VLV 1 COMD
RM2080.Day Night
RM2080.Heat Cool
RM2080.Zone Air Temp
RM2080:CTL STPT
RM2080:CTL TEMP
RM2080:VLV 1 COMD
RM2092.Day Night
RM2092.Heat Cool
RM2092.Zone Air Temp
RM2092:CTL STPT
RM2092:CTL TEMP
RM2092:VLV 1 COMD
RM2102.Day Night
RM2102.Heat Cool
RM2102.Zone Air Temp
RM2102:CTL STPT
RM2102:CTL TEMP
RM2102:VLV 1 COMD
RM2112.Day Night
RM2112.Heat Cool
RM2112.Zone Air Temp
RM2112:CTL STPT
RM2112:CTL TEMP
RM2112:VLV 1 COMD
RM2122.Day Night
RM2122.Heat Cool
RM2122.Zone Air Temp
RM2122:CTL STPT
RM2122:CTL TEMP
RM2122:VLV 1 COMD
RM2132.Day Night
RM2132.Heat Cool
RM2132.Zone Air Temp
RM2132:CTL STPT
RM2132:CTL TEMP
RM2132:VLV 1 COMD
RM2142.Day Night
RM2142.Heat Cool
RM2142.Zone Air Temp
RM2142:CTL STPT
RM2142:CTL TEMP
RM2142:VLV 1 COMD
RM2151.Day Night
RM2151.Heat Cool
RM2151.Zone Air Temp
RM2151:CTL STPT
RM2151:VLV 1 COMD
RM2153.Day Night
RM2153.Heat Cool
RM2153.Zone Air Temp
RM2153:CTL STPT
RM2153:VLV 1 COMD
RM2155.Day Night
RM2155.Heat Cool
RM2155.Zone Air Temp
RM2155:CTL STPT
RM2155:VLV 1 COMD
RM2160.Day Night
RM2160.Heat Cool
RM2160.Zone Air Temp
RM2160:CTL STPT
RM2160:VLV 1 COMD
RM2161.Day Night
RM2161.Heat Cool
RM2161.Zone Air Temp
RM2161:CTL STPT
RM2161:VLV 1 COMD
RM2164.Day Night
RM2164.Heat Cool
RM2164.Zone Air Temp
RM2164:CTL STPT
RM2164:VLV 1 COMD
RM2164A.Day Night
RM2164A.Heat Cool
RM2164A.Zone Air Temp
RM2164A:AUX TEMP
RM2164A:CTL STPT
RM2164A:VLV 1 COMD
RM2164A:VLV 1 POS
RM2174.Day Night
RM2174.Heat Cool
RM2174.Zone Air Temp
RM2174:CTL STPT
RM2174:VLV 1 COMD
RM2177.Day Night
RM2177.Heat Cool
RM2177.Zone Air Temp
RM2177:CTL STPT
RM2177:VLV 1 COMD
RM2183.Day Night
RM2183.Heat Cool
RM2183.Zone Air Temp
RM2183:CTL STPT
RM2183:VLV 1 COMD
RM2185.Day Night
RM2185.Heat Cool
RM2185.Zone Air Temp
RM2185:CTL STPT
RM2185:VLV 1 COMD
RM2186.Day Night
RM2186.Heat Cool
RM2186.Zone Air Temp
RM2186:CTL STPT
RM2186:VLV 1 COMD
RM2186A.Day Night
RM2186A.Heat Cool
RM2186A.Zone Air Temp
RM2186A:CTL STPT
RM2186A:VLV 1 COMD
RM2187.Day Night
RM2187.Heat Cool
RM2187.Zone Air Temp
RM2187:CTL STPT
RM2187:VLV 1 COMD
RM2188.Day Night
RM2188.Heat Cool
RM2188.Zone Air Temp
RM2188:CTL STPT
RM2188:VLV 1 COMD
RM2189.Day Night
RM2189.Heat Cool
RM2189.Zone Air Temp
RM2189:CTL STPT
RM2189:VLV 1 COMD
RM2189B.Day Night
RM2189B.Heat Cool
RM2189B.Zone Air Temp
RM2189B:CTL STPT
RM2189B:VLV 1 COMD
RM2191.Day Night
RM2191.Heat Cool
RM2191.Zone Air Temp
RM2191:CTL STPT
RM2191:VLV 1 COMD
RM2193.Day Night
RM2193.Heat Cool
RM2193.Zone Air Temp
RM2193:CTL STPT
RM2193:VLV 1 COMD
RM2194.Day Night
RM2194.Heat Cool
RM2194.Zone Air Temp
RM2194:CTL STPT
RM2194:VLV 1 COMD
RM2196.Day Night
RM2196.Heat Cool
RM2196.Zone Air Temp
RM2196:CTL STPT
RM2196:VLV 1 COMD
RM2215.Day Night
RM2215.Heat Cool
RM2215.Zone Air Temp
RM2215:CTL STPT
RM2215:VLV 1 COMD
RM2217.Day Night
RM2217.Heat Cool
RM2217.Zone Air Temp
RM2217:CTL STPT
RM2217:VLV 1 COMD
RM2218.Day Night
RM2218.Heat Cool
RM2218.Zone Air Temp
RM2218:CTL STPT
RM2218:VLV 1 COMD
RM2220.Day Night
RM2220.Zone Air Temp
RM2220:CTL STPT
RM2220:VLV 1 COMD
RM2222.Day Night
RM2222.Zone Air Temp
RM2222:CTL STPT
RM2222:VLV 1 COMD
RM2226.Day Night
RM2226.Zone Air Temp
RM2226:CTL STPT
RM2226:VLV 1 COMD
RM2227.Day Night
RM2227.Zone Air Temp
RM2227:CTL STPT
RM2227:VLV 1 COMD
RM2230.Day Night
RM2230.Zone Air Temp
RM2230:CTL STPT
RM2230:VLV 1 COMD
RM2232.Day Night
RM2232.Zone Air Temp
RM2232:AUX TEMP
RM2232:CTL STPT
RM2232:VLV 1 COMD
RM2246.Day Night
RM2246.Zone Air Temp
RM2246:CTL STPT
RM2246:VLV 1 COMD
ZONE.AH05.CAV-3.Zone Supply Air Flow
ZONE.AH05.CAV-5.Zone Supply Air Flow
ZONE.AH05.CAV-6.Zone Supply Air Flow
ZONE.AH05.CAV-7.Zone Supply Air Flow
ZONE.AH05.CAV-8.Zone Supply Air Flow
ZONE.AH05.EAV-12.Zone Supply Air Flow
ZONE.AH05.EAV-13.Zone Supply Air Flow
ZONE.AH05.EAV-14.Zone Supply Air Flow
ZONE.AH05.EAV-4.Zone Supply Air Flow
ZONE.AH05.RM1000M.Day Night
ZONE.AH05.RM1000M.Heat Cool
ZONE.AH05.RM1000M.Zone Air Temp
ZONE.AH05.RM1000M.Zone Supply Air Flow
ZONE.AH05.RM1000M:AI 3
ZONE.AH05.RM1000M:CTL STPT
ZONE.AH05.RM1000M:CTL TEMP
ZONE.AH05.RM1000M:DMPR COMD
ZONE.AH05.RM1000M:FLOW
ZONE.AH05.RM1000M:FLOW STPT
ZONE.AH05.RM1000M:VLV COMD
ZONE.AH05.RM1041.Day Night
ZONE.AH05.RM1041.Heat Cool
ZONE.AH05.RM1041.Zone Air Temp
ZONE.AH05.RM1041.Zone Supply Air Flow
ZONE.AH05.RM1041:AI 3
ZONE.AH05.RM1041:CTL STPT
ZONE.AH05.RM1041:CTL TEMP
ZONE.AH05.RM1041:DMPR COMD
ZONE.AH05.RM1041:FLOW
ZONE.AH05.RM1041:FLOW STPT
ZONE.AH05.RM1041:VLV COMD
ZONE.AH05.RM1044.Day Night
ZONE.AH05.RM1044.Heat Cool
ZONE.AH05.RM1044.Zone Air Temp
ZONE.AH05.RM1044.Zone Supply Air Flow
ZONE.AH05.RM1044:AI 3
ZONE.AH05.RM1044:CTL STPT
ZONE.AH05.RM1044:CTL TEMP
ZONE.AH05.RM1044:DMPR COMD
ZONE.AH05.RM1044:FLOW
ZONE.AH05.RM1044:FLOW STPT
ZONE.AH05.RM1044:VLV COMD
ZONE.AH05.RM1046.Day Night
ZONE.AH05.RM1046.Heat Cool
ZONE.AH05.RM1046.Zone Air Temp
ZONE.AH05.RM1046.Zone Supply Air Flow
ZONE.AH05.RM1046:AI 3
ZONE.AH05.RM1046:CTL STPT
ZONE.AH05.RM1046:CTL TEMP
ZONE.AH05.RM1046:DMPR COMD
ZONE.AH05.RM1046:FLOW
ZONE.AH05.RM1046:FLOW STPT
ZONE.AH05.RM1046:VLV COMD
ZONE.AH05.RM1047.Day Night
ZONE.AH05.RM1047.Heat Cool
ZONE.AH05.RM1047.Zone Air Temp
ZONE.AH05.RM1047.Zone Supply Air Flow
ZONE.AH05.RM1047:AI 3
ZONE.AH05.RM1047:CTL STPT
ZONE.AH05.RM1047:CTL TEMP
ZONE.AH05.RM1047:DMPR COMD
ZONE.AH05.RM1047:FLOW
ZONE.AH05.RM1047:FLOW STPT
ZONE.AH05.RM1047:VLV COMD
ZONE.AH05.RM1049.Day Night
ZONE.AH05.RM1049.Heat Cool
ZONE.AH05.RM1049.Zone Air Temp
ZONE.AH05.RM1049.Zone Supply Air Flow
ZONE.AH05.RM1049:AI 3
ZONE.AH05.RM1049:CTL STPT
ZONE.AH05.RM1049:CTL TEMP
ZONE.AH05.RM1049:DMPR COMD
ZONE.AH05.RM1049:FLOW
ZONE.AH05.RM1049:FLOW STPT
ZONE.AH05.RM1049:VLV COMD
ZONE.AH05.RM1061.Day Night
ZONE.AH05.RM1061.Heat Cool
ZONE.AH05.RM1061.Zone Air Temp
ZONE.AH05.RM1061.Zone Supply Air Flow
ZONE.AH05.RM1061:AI 3
ZONE.AH05.RM1061:CTL STPT
ZONE.AH05.RM1061:CTL TEMP
ZONE.AH05.RM1061:DMPR COMD
ZONE.AH05.RM1061:FLOW
ZONE.AH05.RM1061:FLOW STPT
ZONE.AH05.RM1061:VLV COMD
ZONE.AH05.RM1063A.Day Night
ZONE.AH05.RM1063A.Heat Cool
ZONE.AH05.RM1063A.Zone Air Temp
ZONE.AH05.RM1063A.Zone Supply Air Flow
ZONE.AH05.RM1063A:AI 3
ZONE.AH05.RM1063A:CTL STPT
ZONE.AH05.RM1063A:CTL TEMP
ZONE.AH05.RM1063A:DMPR COMD
ZONE.AH05.RM1063A:FLOW
ZONE.AH05.RM1063A:FLOW STPT
ZONE.AH05.RM1063A:VLV COMD
ZONE.AH05.RM1063B.Day Night
ZONE.AH05.RM1063B.Heat Cool
ZONE.AH05.RM1063B.Zone Air Temp
ZONE.AH05.RM1063B.Zone Supply Air Flow
ZONE.AH05.RM1063B:AI 3
ZONE.AH05.RM1063B:CTL STPT
ZONE.AH05.RM1063B:CTL TEMP
ZONE.AH05.RM1063B:DMPR COMD
ZONE.AH05.RM1063B:FLOW
ZONE.AH05.RM1063B:FLOW STPT
ZONE.AH05.RM1063B:VLV COMD
ZONE.AH05.RM1065E.Heat Cool
ZONE.AH05.RM1065E.Zone Air Temp
ZONE.AH05.RM1065E.Zone Supply Air Flow
ZONE.AH05.RM1065E:CTL STPT
ZONE.AH05.RM1065E:CTL TEMP
ZONE.AH05.RM1065E:DMPR COMD
ZONE.AH05.RM1065E:FLOW
ZONE.AH05.RM1065E:FLOW STPT
ZONE.AH05.RM1065E:VLV COMD
ZONE.AH05.RM1065S.Heat Cool
ZONE.AH05.RM1065S.Zone Air Temp
ZONE.AH05.RM1065S.Zone Supply Air Flow
ZONE.AH05.RM1065S:CTL STPT
ZONE.AH05.RM1065S:CTL TEMP
ZONE.AH05.RM1065S:DMPR COMD
ZONE.AH05.RM1065S:FLOW
ZONE.AH05.RM1065S:FLOW STPT
ZONE.AH05.RM1065S:VLV COMD
ZONE.AH05.RM1066.Day Night
ZONE.AH05.RM1066.Heat Cool
ZONE.AH05.RM1066.Zone Air Temp
ZONE.AH05.RM1066.Zone Supply Air Flow
ZONE.AH05.RM1066:AI 3
ZONE.AH05.RM1066:CTL STPT
ZONE.AH05.RM1066:CTL TEMP
ZONE.AH05.RM1066:DMPR COMD
ZONE.AH05.RM1066:FLOW
ZONE.AH05.RM1066:FLOW STPT
ZONE.AH05.RM1066:VLV COMD
ZONE.AH05.RM1069.Day Night
ZONE.AH05.RM1069.Heat Cool
ZONE.AH05.RM1069.Zone Air Temp
ZONE.AH05.RM1069.Zone Supply Air Flow
ZONE.AH05.RM1069:AI 3
ZONE.AH05.RM1069:CTL STPT
ZONE.AH05.RM1069:CTL TEMP
ZONE.AH05.RM1069:DMPR COMD
ZONE.AH05.RM1069:FLOW
ZONE.AH05.RM1069:FLOW STPT
ZONE.AH05.RM1069:VLV COMD
